,,,,,,,,
Параметры:,,,Начало периода: 01.01.2016 0:00:00,,,,,
,,,Конец периода: 31.12.2016 23:59:59,,,,,
,,,Склады: Щука,,,,,
,,,,,,,,
Период,,Склад,,Номенклатура,,Код,Количество начальный остаток,Количество расход
04.01.2016,,Щука,,Полисилк Красный,,01-00001478,31.000,3.000
04.01.2016,,Щука,,Полисилк Красный / Золото,,01-00001480,89.000,1.000
04.01.2016,,Щука,,Радуга Слинки,,УТ000000747,28.000,2.000
04.01.2016,,Щука,,Ручка Лабиринт с головоломкой  в упаковке 12 шт.,,01-00000606,21.000,1.000
04.01.2016,,Щука,,Ручка Оберег от забывчивости,,99-00000577,1.000,1.000
04.01.2016,,Щука,,Салфетки пачка денег,,УТ-00000054,21.000,1.000
04.01.2016,,Щука,,Свечи С Днем Рождения неоновые,,01-00000656,46.000,1.000
04.01.2016,,Щука,,Сладкие консервы Английский алфавит в коробке 24 шт.,,99-00000722,5.000,1.000
04.01.2016,,Щука,,Сладкие консервы Вкус денег в коробке 24 шт.,,99-00000736,5.000,1.000
04.01.2016,,Щука,,Сладкое средство Для повышения уровня счастья в коробке 12 шт.,,99-00000560,10.000,1.000
04.01.2016,,Щука,,Сладкое средство Для улучшения настроения в коробке 12 шт.,,99-00000568,8.000,2.000
04.01.2016,,Щука,,Сладкое средство На день рождения в коробке 12 шт.,,99-00001234,1.000,1.000
04.01.2016,,Щука,,Стакан За стойкость,,99-00001598,1.000,1.000
04.01.2016,,Щука,,"Табличка на дверь Потрите  мне спинку , пож!/Идёт погружение в себя",,01-00000074,2.000,1.000
04.01.2016,,Щука,,Табличка на стол Не мешайте я о россии думаю/Азъ есть царь,,01-00002776,7.000,1.000
04.01.2016,,Щука,,Тапочки Хозяин дома,,99-00001298,2.000,1.000
04.01.2016,,Щука,,Туалетная бумага 100 долларов,,СК-00000452,18.000,2.000
04.01.2016,,Щука,,Фартук Черный пояс по борщу,,06-00000166,1.000,1.000
04.01.2016,,Щука,,Флакон с пожеланиями Пилюли счастья,,99-00000684,24.000,3.000
